Company name,Sector,Industry,Country,Report type,Report year,Report link,Source
Anadolu Efes,Food & Beverage,Alcoholic Beverages,Turkey,Annual Integrated Report,2024,https://anadoluefes.com/Upload/Docs/2024/FinansalSonuclar/Anadolu-Efes-2024-Integrated-Annual-Report.pdf,SASB
Analog Devices Inc,Technology & Communications,Semiconductors,United States,ESG Report,2023,https://www.analog.com/media/en/company-csr/2023-esg-report.pdf,SASB
Ancestry.com Inc,Technology & Communications,Internet Media & Services,United States,Impact Report,2024,https://cmsasset.ancestrycdn.com/content/dam/ancestry-corp/annual-impact-report/Full%20Ancestry%202024%20IR_final_new.pdf,SASB
Ancom Nylex Bhd,Resource Transformation,Chemicals,Malaysia,Annual Report,2024,https://ir2.chartnexus.com/ancomnylex/docs/ar/ar2024.pdf,SASB
Andrada Mining Ltd,Extractives & Minerals Processing,Metals & Mining,Namibia,Sustainability Report,2024,https://andradamining.com/wp-content/uploads/2024/11/Andrada-Sustainability-Report-2024.pdf,SASB
"Angel Oak Capital Advisors, LLC",Financials,Asset Management & Custody Activities,United States,CSR Report,2021,https://go.angeloakcapital.com/corporate-social-responsibility-report,SASB
Anglo American,Extractives & Minerals Processing,Metals & Mining,South Africa,Sustainability Report,2024,https://www.angloamericanplatinum.com/~/media/Files/A/Anglo-American-Group-v5/Platinum/report-archive/2024/sustainability-report-2024.pdf,SASB
AngloGold Ashanti Ltd,Extractives & Minerals Processing,Metals & Mining,South Africa,Sustainability Report,2024,https://reports.anglogoldashanti.com/24/wp-content/uploads/2025/03/AGA-SR24.pdf,Google search
Anheuser-Busch InBev SA/NV,Food & Beverage,Alcoholic Beverages,Belgium,Annual Report,2023,https://www.ab-inbev.com/assets/pressreleases/2023/AB%20InBev_2022%20ESG%20Report_FINAL.pdf,Google search
Annaly Capital Management Inc,Financials,Investment Banking & Brokerage,United States,Corporate Responsibility,2023,https://viz.tools.investis.com/annaly/corporate-responsibility-reports/2023/index.html,SASB
Anritsu Corp,Resource Transformation,Electrical & Electronic Equipment,Japan,SASB Index,2024,https://dl.cdn-anritsu.com/en-en/about-anritsu/csr/2024/e-ar2024-sasb.pdf,SASB
Ansarada Group Ltd,Technology & Communications,Software & IT Services,Australia,Sustainability Report,2023,https://go.ansarada.com/rs/285-LYY-900/images/AND_Sustainabilty_Report_2023.pdf?version=0,SASB
"Ansys, Inc.",Technology & Communications,Software & IT Services,United States,Corporate Responsibility,2023,https://www.ansys.com/content/dam/company/investor-relations/ansys-2023-corporate-responsibility-report.pdf,Google search
AntarChile SA,Financials,Asset Management & Custody Activities,Chile,Memoria Integrada,2023,https://www.antarchile.cl/documents/62483/100652/Memoria_2023_AntarChile.pdf/8b2f2a34-b6af-0698-7eb0-0c806f6f7783?t=1713359467872,SASB
Antea Cement SH A,Extractives & Minerals Processing,Construction Materials,Albania,Integrated Report,2022,https://www.anteacement.com/wp-content/uploads/2023/06/Antea-Report-2022-June.pdf,SASB
Antero Midstream Corp,Extractives & Minerals Processing,Oil & Gas – Midstream,United States,ESG Report,2023,https://d1io3yog0oux5.cloudfront.net/_08826cdfd855750f1fd6207c40a2c153/anteromidstream/db/918/7990/file/Antero-Midstream-ESG-2024-07-31-v3.pdf,SASB
Antero Midstream Partners LP,Extractives & Minerals Processing,Oil & Gas – Midstream,United States,ESG Report,2021,https://d1io3yog0oux5.cloudfront.net/_2c8f0595aa66a22b8c4f694cf0f8a36a/anteromidstream/db/913/7727/esg_report/Antero-Midstream-ESG2021-230615.pdf,SASB
Antero Resources Corporation (AR),Extractives & Minerals Processing,Oil & Gas – Exploration & Production,United States,ESG Report,2021,https://d1io3yog0oux5.cloudfront.net/_9dc28e063ea3269e2c18dbeecac0a65f/anteroresources/db/722/5955/pdf/Antero-Resources-ESG2021-092822-v2.pdf,SASB
Anthem Inc,Health Care,Managed Care,United States,Impact Report,2023,https://www.elevancehealth.com/content/dam/elevance-health/documents/ELV_2023_Impact_Report.pdf,SASB
Antofagasta PLC,Extractives & Minerals Processing,Metals & Mining,Chile,Sustainability Report,2024,https://www.antofagasta.co.uk/media/4799/antofagasta-sustainability-report-2024.pdf,SASB
AP Memory Technology Corp,Technology & Communications,Semiconductors,Taiwan,Sustainability Report,2023,https://www.apmemory.com/wp-content/uploads/2023%E6%84%9B%E6%99%AE%E7%A7%91%E6%8A%80%E6%B0%B8%E7%BA%8C%E5%A0%B1%E5%91%8A%E6%9B%B8%E8%8B%B1%E6%96%87%E7%89%88_Fianl_0930.pdf,SASB
AP Moller - Maersk A/S,Transportation,Marine Transportation,Denmark,SASB Index,2023,https://www.maersk.com/~/media_sc9/maersk/corporate/sustainability/files/resources/2022/maersk-sustainability-yearly-report_2022.pdf,Google search
APA Corp,Extractives & Minerals Processing,Oil & Gas – Exploration & Production,United States,Sustainability Report,2024,https://apacorp.com/wp-content/uploads/2024/07/APA-2024SustainabilityReport.pdf,SASB
APA Group,Infrastructure,Gas Utilities & Distributors,Australia,Sustainability Data Book FY2024,2024,https://view.officeapps.live.com/op/view.aspx?src=https%3A%2F%2Fwww.apa.com.au%2Fglobalassets%2Fasx-releases%2F2024%2Fsustainability-report-data-book-fy24.xlsx&wdOrigin=BROWSELINK,SASB
Apacer Technology Inc.,Technology & Communications,Semiconductors,Taiwan,Sustainability Report,2023,https://www.apacer.com/upload/media/esg/Report/2023_apacer_sustainability_report_EN.pdf,SASB
Apache Corp,Extractives & Minerals Processing,Oil & Gas – Exploration & Production,United States,Corporate Responsibility Reports,2020,https://www.apachecorp.com/wp-content/uploads/2020/10/APA_2020SustainabilityReport.pdf,SASB
Apartment Income REIT Corp,Infrastructure,Real Estate,United States,CSR Report,2023-2024,https://s201.q4cdn.com/812180601/files/doc_downloads/2024/AIR_CRReport_2024_Final.pdf,SASB
Apellis Pharmaceuticals Inc,Health Care,Biotechnology & Pharmaceuticals,United States,Sustainability Report,2021,https://apellis.com/wordpress/wp-content/uploads/Apellis_ESG_Sustainability_Report-072822.pdf,SASB
Apex Biotechnology Corp,Health Care,Medical Equipment & Supplies,Taiwan,Corporate Sustainability Report,2023,https://www.apexbio.com/Manager/img/CSR/60-2024020.pdf,SASB
Aplikasi Anak Karya Bangsa PT,Technology & Communications,Internet Media & Services,Indonesia,Sustainability Report,2020,https://lelogama.go-jek.com/Gojek_Sustainability_Report_30-04-2021_Final2.pdf,SASB
Apollo Global Management Inc,Financials,Asset Management & Custody Activities,United States,Sustainability Report,2023,https://www.apollo.com/content/dam/apolloaem/documents/insights/apollo-2023-sustainability-report-june-2024.pdf,SASB
Apollo Hospitals Enterprise Ltd,Health Care,Health Care Delivery,India,ESG Report,2024,https://www.apollohospitals.com/apollo_pdf/AHEL-ESG24-Full-Report.pdf,SASB
Appalachian Mountain Brewery Inc,Food & Beverage,Alcoholic Beverages,United States,Corporate Responsibility Reports,2015,https://www.responsibilityreports.co.uk/HostedData/ResponsibilityReports/PDF/NASDAQ_BREW_2018.pdf,Google search
AppHarvest Inc,Food & Beverage,Agricultural Products,United States,Sustainability Report,2021,https://www.appharvest.com/wp-content/uploads/2022/05/2021-APPH-Sustainability-Report.pdf,SASB
Apple Mexico,Technology & Communications,Hardware,United States,ESG Index,2021,https://s2.q4cdn.com/470004039/files/doc_downloads/2021/01/Apple-ESG-Index.pdf,SASB
Applied Industrial Technologies Inc,Resource Transformation,Industrial Machinery & Goods,United States,ESG Report,2023,https://www.applied.com/medias/sys_master/root/h7a/hb0/8959278940190/Applied_2023%20ESG%20Report/Applied-2023-ESG-Report.pdf,SASB
Applied Materials Inc,Technology & Communications,Semiconductors,United States,Sustainability Report,2023,https://www.appliedmaterials.com/content/dam/site/company/csr/doc/2023_Sustainability_F.pdf.coredownload.inline.pdf,SASB
Applus Services SA,Services,Professional & Commercial Services,Spain,Integrated Report,2023,https://www.applus.com/en/dam/jcr:f7bbced2-34c1-4b30-8089-66e1e5e97720/Applus%20Services%20S.A.%20and%20Subsidiaries%20-%20Consolidated%20Financial%20Statements%20as%20of%2031%20December%202023.pdf,SASB
Applus Servicios Tecnologicos SL,Services,Professional & Commercial Services,Spain,Annual Report,2022,https://www.applus.com/es/dam/jcr:d4ef6f9b-7be2-4b31-9f8c-5aea9d1faec0/ES%20Applus%20Services%20S.A.%20y%20Dependientes%20-%20Cuentas%20Anuales%20Consolidadas%20a%2031%20de%20Diciembre%202022.pdf,SASB
Appvion Holding Corp,Renewable Resources & Alternative Energy,Pulp & Paper Products,United States,Sustainability Report,2022,https://appvion.com/wp-content/uploads/2022/08/Appvion-Corporate-Sustainability-Report-2022-comp.pdf,SASB
Appvion Operations Inc,Renewable Resources & Alternative Energy,Pulp & Paper Products,Canada,Corporate Responsibility Report,2020,http://appvion.com/en-us/environmental/Documents/Environmental/Appvion2021CorporateSustainabilityReport.pdf,SASB
AptarGroup Inc,Resource Transformation,Containers & Packaging,United States,SASB Index,2022,https://www.aptar.com/wp-content/uploads/2023/05/Aptar_SASB-Report_2022_Final.pdf,SASB
Aptus Value Housing Finance India Ltd,Financials,Mortgage Finance,India,Annual Report,2023-2024,https://aptusindia.s3.amazonaws.com/Aptus+Value+Housing+Finance+India+Ltd_Annual+Report+FY24.pdf,SASB
Apyx Medical Corp,Health Care,Medical Equipment & Supplies,United States,ESG Report,2021,http://apyxmedical.com/wp-content/uploads/2022/07/apyx_medical_enviornmental_social_and_governance_tear_sheet_072522.pdf,SASB
Arabian Internet & Communications Services Co,Technology & Communications,Software & IT Services,Saudi Arabia,Sustainability Report,2023,https://solutions.com.sa/wp-content/uploads/2024/06/Sustainability-Report-2023.pdf,SASB
Aramark,Food & Beverage,Restaurants,United States,Progress Report,2024,https://www.aramark.com/content/dam/aramark/en/environmental-social-governance/reporting/2024%20Aramark%20BWDW%20Progress%20Report.pdf,SASB
ARAMEX PJSC,Transportation,Air Freight & Logistics,Uae,Annual Integrated Report,2024,https://dotcomaramexprod.blob.core.windows.net/default/docs/default-source/annual-reports/aramex-annual-report-2024-en.pdf?sfvrsn=1c46a019_1,SASB
ARC Resources Ltd.,Extractives & Minerals Processing,Oil & Gas – Exploration & Production,Canada,ESG Report,2022,https://www.arcresources.com/wp-content/uploads/2022/09/2022-ARC-ESG-Report.pdf,SASB
Arca Continental SAB de CV,Food & Beverage,Non-Alcoholic Beverages,Mexico,Integrated Report,2023,https://www.arcacontal.com/media/402626/integrated_annual_report_2023.pdf,SASB
Arcadium Lithium,Resource Transformation,Chemicals,United States,Sustainability Report,2023,https://arcadiumlithium.com/wp-content/uploads/2024/09/2023-Arcadium-Lithium-Sustainability-Report.pdf,SASB
ArcBest Corp,Transportation,Road Transportation,United States,ESG Report,2023,https://arcb.com/sites/default/files/ArcBest-2023-Sustainability_Report.pdf,SASB
Arçelik A.?.,Consumer Goods,Appliance Manufacturing,Turkey,Sustainability Report,2021,https://www.arcelikglobal.com/media/6938/arcelik21_sustainability_report.pdf,SASB
ArcelorMittal SA,Extractives & Minerals Processing,Iron & Steel Producers,Luxembourg,SASB Index,2022,https://corporate.arcelormittal.com/media/zwmgycqv/arcelor-mittal-reporting-index-2022.pdf,SASB
Arch Capital Group Ltd,Financials,Insurance,Bermuda,SASB Report,2024,https://www.archgroup.com/wp-content/uploads/Arch-SASB-2024.pdf,SASB
Arch Resources Inc,Extractives & Minerals Processing,Coal Operations,United States,Sustainability Report,2024,https://www.archrsc.com/wp-content/uploads/2024/07/Arch_CSR2024_Final.pdf,SASB
Archer Ltd,Extractives & Minerals Processing,Oil & Gas – Services,Norway,ESG Report,2022,https://mb.cision.com/Public/17569/3761141/a71311ac84cddc5b.pdf,SASB
Archer-Daniels-Midland Co,Food & Beverage,Agricultural Products,United States,CSR Report,2023,https://www.adm.com/globalassets/sustainability/sustainability-reports/final_archer-daniels-midland-adm_2023-corporate-sustainability-report_51424.pdf,Google search
Archrock Inc,Extractives & Minerals Processing,Oil & Gas – Midstream,United States,Sustainability Report,2023,https://www.archrock.com/downloads/2023_Archrock_Sustainability_Report_Data_And_Index_Tables.pdf,SASB
Arconic Corp,Extractives & Minerals Processing,Metals & Mining,United States,Sustainability Report,2023,https://www.arconic.com/documents/d/arconic/2023-sustainability-report;download=true,SASB
Arcor SAIC,Food & Beverage,Processed Foods,Argentina,Sustainability Report,2023,https://imagen.arcor.com/institucional/reporte-sustentabilidad-2023.pdf,SASB
Arcos Dorados Holdings Inc,Food & Beverage,Restaurants,Uruguay,Reporte de Impacto Social,2023,https://recetadelfuturo.com/wp-content/uploads/2024/05/Reporte-de-Impacto-Social-y-Desarrollo-Sostenible-2023.pdf,SASB
"Arcosa, Inc",Infrastructure,Engineering & Construction Services,United States,Sustainability Report,2022,https://www.arcosa.com/wp-content/uploads/2023/04/ARCO-1003_2023-ESG-Sustainability-Report_F.pdf,SASB
Arcutis Biotherapeutics Inc,Health Care,Biotechnology & Pharmaceuticals,United States,ESG Report,2022,https://www.arcutis.com/wp-content/uploads/Arcutis_Sustainability-Report-11-18-22.pdf,SASB
Ardentec,Technology & Communications,Semiconductors,Taiwan,Sustainability Report,2023,https://esg.ardentec.com/upload/media/resources/CSR-Report/2023-Ardentec-Sustainability-Report(EN).pdf,SASB
Ardmore Shipping Corporation,Transportation,Marine Transportation,Ireland,Sustainability Report,2023,https://ardmoreshipping.com/wp-content/uploads/2024/06/11_Ardmore_Sustainability-Report_RMCS_HighRes.pdf,SASB
Arena Pharmaceuticals Inc,Health Care,Biotechnology & Pharmaceuticals,United States,ESG Report,2021,https://www.arena.com.au/wp-content/uploads/2023/09/arena_sustainability_report_2023.pdf,Google search
Arena REIT,Infrastructure,Real Estate,Australia,Sustainability Report,2024,https://www.arena.com.au/wp-content/uploads/2024/09/FA2_Arena-Sustainability-Report-FY2024.pdf,SASB
Ares Capital Corp,Financials,Asset Management & Custody Activities,United States,SASB Index,2023,https://www.aresmgmt.com/sites/default/files/2024-05/2023-Ares-Sustainability-Disclosures.pdf,SASB
Ares Commercial Real Estate Corp,Financials,Mortgage Finance,United States,Sustainability Report,2021,https://www.aresmgmt.com/sites/default/files/2022-06/Ares_Sustainability_Report-vF-2021F.pdf,SASB
Ares Management Corp,Financials,Asset Management & Custody Activities,United States,Sustainability Report,2021,https://www.aresmgmt.com/sites/default/files/2022-06/Ares_Sustainability_Report-vF-2021F.pdf,SASB
Arezzo Industria e Comercio SA,Consumer Goods,"Apparel, Accessories & Footwear",Brazil,Annual Report,2023,https://www.arezzo.com.br/content/arz/sustainability-arezzo&co/documentos/Sustainability%20Policy%20Arezzo&Co.pdf?srsltid=AfmBOopXBPeLI9R86sAlvUX9UmLwOoFn4GrIE73mPD6yoQHUWUKlxNm0,Google search
Argenx SE,Health Care,Biotechnology & Pharmaceuticals,Netherlands,Annual Report,2024,https://argenx.com/content/dam/argenx-corp/media-documents/argenx-Integrated_Annual_Report_2024-PDF_print_1.pdf.coredownload.inline.pdf,SASB
Argo Energia,Infrastructure,Electric Utilities & Power Generators,Brazil,Sustainability Report,2023,https://ri.argoenergia.com.br/Download.aspx?Arquivo=w1V/uq8+5OgLjE2l8+ScFQ==&linguagem=pt,SASB
Aris Gold Corp,Extractives & Minerals Processing,Metals & Mining,Canada,Sustainability Report,2021,https://s28.q4cdn.com/389315916/files/doc_downloads/sustainability/2021/Aris-Gold-2021-Sustainability-Report.pdf,SASB
Aris Mining Corp,Extractives & Minerals Processing,Metals & Mining,Canada,Sustainability Report,2022,https://s28.q4cdn.com/389315916/files/doc_downloads/sustainability/reports/aris-mining-2022-sustainability-report-english.pdf,SASB
Aris Water Solution Inc,Infrastructure,Water Utilities & Services,United States,Sustainability Report,2023,https://www.ariswater.com/wp-content/uploads/2024/08/sustainability-report.pdf,SASB
Arista Networks Inc,Technology & Communications,Hardware,United States,CSR Report,2023,https://www.arista.com/assets/data/pdf/Arista_CRR_2023.pdf,SASB
Aristocrat Leisure Ltd,Services,Casinos & Gaming,Australia,Sustainability Report,2023,https://s25652.pcdn.co/wp-content/uploads/2023/12/Aristocrat-Sustainability-FY23-FINAL.pdf,SASB
Aritzia,Consumer Goods,"Apparel, Accessories & Footwear",Canada,ESG Report,2024,https://s21.q4cdn.com/489771965/files/doc_downloads/2024/fy2024-aritzia-community-esg-report-final.pdf,SASB
Arkema SA,Resource Transformation,Chemicals,France,Universal Registration Document,2024,https://www.arkema.com/files/live/sites/shared_arkema/files/downloads/investorrelations/en/finance/ARKEMA_DEU_2024_UK_MEL.pdf,SASB
Arko Corp,Consumer Goods,Multiline and Specialty Retailers & Distributors,United States,Sustainability Report,2023,https://d1io3yog0oux5.cloudfront.net/_657acd6df151a55d5b5402ff02f89bf7/arkocorp/files/pages/arkocorp/db/1144/description/ARKO_Report_ESG23_R10_46_.pdf,SASB
Armstrong Flooring Inc,Consumer Goods,Building Products & Furnishings,United States,Corporate Responsibility Reports,2020,https://www.armstrongflooring.com/content/dam/armstrongflooring/corporate/sustainability/SustainabilityReport-2020.pdf,SASB
Armstrong World Industries Inc,Consumer Goods,Building Products & Furnishings,United States,Sustainability Report,2024,https://www.armstrongworldindustries.com/content/dam/awi/images/sustainability/files/2024-awi-sustainability-report.pdf,SASB
Aroundtown SA,Infrastructure,Real Estate,Luxembourg,SASB Index,2023,https://www.aroundtown.de/fileadmin/user_upload/05_sustainability/Reports/AT_SASB_2023.pdf,SASB
Arrail Group Ltd,Health Care,Medical Equipment & Supplies,China,ESG Report,2022-2023,https://www1.hkexnews.hk/listedco/listconews/sehk/2023/0726/2023072600686.pdf,SASB
Array Technologies Inc,Renewable Resources & Alternative Energy,Solar Technology & Project Developers,United States,ESG Report,2021,https://arraytechinc.com/wp-content/uploads/2022/06/array_esgreport-ver1-1-21june2022.pdf,SASB
Arrow Electronics,Consumer Goods,Multiline and Specialty Retailers & Distributors,United States,Impact Report,2024,https://www.arrow.com/company/wp-content/uploads/2025/03/2024-Corporate-Stewardship-and-Impact-Report-1.pdf,SASB
Arrow Global Group PLC,Services,Professional & Commercial Services,Britain,Sustainability Report,2023,https://www.arrowglobal.net/wp-content/uploads/2024/06/Arrow_ESG_Report_2023_FINAL.pdf,SASB
Arthur J Gallagher & Co,Services,Professional & Commercial Services,United States,Impact Report,2024,https://s28.q4cdn.com/872121257/files/doc_downloads/sustainability_reports/2024/102624-CRP-GLOB-2024-Impact_RPT_FINAL_12-31-2024.pdf,SASB
Artis Real Estate Investment Trust (REIT),Infrastructure,Real Estate,Canada,ESG Report,2023,https://arwebstore.blob.core.windows.net/artisreit-com/2024/09/Artis_REIT_2023_ESG_Report_final.pdf,SASB
Artisan Partners Asset Management Inc,Financials,Asset Management & Custody Activities,United States,CSR Report,2024,https://www.artisanpartners.com/content/dam/documents/sustainability/Artisan-Partners-Corporate-Sustainability-Report-2024.pdf,SASB
Asahi Group Holdings Ltd,Food & Beverage,Alcoholic Beverages,Japan,Sustainability Report,2024,https://s3-ap-northeast-1.amazonaws.com/asahigroup-doc/company/policies-and-report/pdf/en/sust-report2024_en.pdf,SASB
Asahi Kasei Corp,Resource Transformation,Chemicals,Japan,SASB Index,2024,https://www.asahi-kasei.com/sustainability/basic_information/library/report/pdf/sustainability_report2024e.pdf,Google search
Asana Inc,Technology & Communications,Software & IT Services,United States,ESG Data Book,2023,https://asana.com/esg/assets/media/SASB_GRI-Index-FY23-ESG-Report-6-15-2023-2.xlsx,SASB
ASBISc Enterprises PLC,Consumer Goods,Multiline and Specialty Retailers & Distributors,Cyprus,Integrated Annual Report,2023,https://sasb.ifrs.org/company-use/sasb-reporters/inwestor.asbis.pl/download/cache/5493003481YS4B91ZS67-2023-12-31-en.xhtml?cid=20240328095613700319000000#pf46,SASB
Asbury Automotive Group Inc,Consumer Goods,Multiline and Specialty Retailers & Distributors,United States,CSR Report,2021,https://socialresponsibility.asburyauto.com/files/csr.pdf,SASB
Ascend Wellness Holdings Inc,Food & Beverage,Tobacco,United States,Annual Report,2024,https://ascendmaterials-files.sfo2.cdn.digitaloceanspaces.com/files/Documents/Ascend_2023_Sustainability_Report_3.0.pdf,Google search
Ascot Resources Ltd,Extractives & Minerals Processing,Metals & Mining,Canada,CSR Report,2023,https://ascotgold.com/site/assets/files/5477/ascot_2023_sustainability_report_final.pdf,SASB
ASE Technology Holding Co Ltd,Technology & Communications,Semiconductors,Taiwan,Sustainability Report,2021,https://www.aseglobal.com/en/pdf/aseh-2021-csr-en-final.pdf,SASB
ASGN Inc,Services,Professional & Commercial Services,United States,ESG Report,2023,https://asgn.com/sites/default/files/2024-06/ASGN-ESG-Report-2023.pdf#page=1,SASB
Ashland LLC,Resource Transformation,Chemicals,United States,Corporate Responsibility Reports,2019,https://www.ashland.com/file_source/Ashland/Documents/2019%20SASB%20INDEX.pdf,SASB
Ashtead Group PLC,Resource Transformation,Industrial Machinery & Goods,Britain,Sustainability Report,2024,https://www.ashtead-group.com/files/downloads/InvestorCentre/2024/Ashtead-Group-plc-Sustainability-Report-2024.pdf,SASB
Ashtrom Group Ltd,Infrastructure,Engineering & Construction Services,Israel,SASB Index,2022,https://cmsweb.ashtrom.co.il/media/phbfhpku/gri-2023.pdf,Google search
Asia Cement China Holdings Corp,Extractives & Minerals Processing,Construction Materials,China,ESG Report,2023,https://esg.acc.com.tw/upload/2024/r12_files/2022_Asia_Cement_CSR_report(China).pdf,Google search
Asia Cement Co Ltd,Extractives & Minerals Processing,Construction Materials,South Korea,Sustainability Report,2024,https://www.asiacement.co.kr/exec/file/download.asp?filepath=/file/pdf&filename=2024%EB%85%84%20%EC%A7%80%EC%86%8D%EA%B0%80%EB%8A%A5%EA%B2%BD%EC%98%81%20%EB%B3%B4%EA%B3%A0%EC%84%9C.pdf,SASB
Asia Cement Corp,Extractives & Minerals Processing,Construction Materials,Taiwan,Sustainability Report,2021,https://www.csracc.com.tw/en/files/2021--Asia%20Cement%20Sustainability%20Report-cn.pdf,SASB
ASIA Holdings Co Ltd,Extractives & Minerals Processing,Construction Materials,South Korea,Sustainability Report,2024,https://sasb.ifrs.org/company-use/sasb-reporters/www.asiacement.co.kr,SASB
Asia Pacific Telecom Co Ltd,Technology & Communications,Telecommunication Services,Taiwan,Sustainability Report,2021,https://www.aptg.com.tw/export/sites/aptg/others/csr/2021_ESG.pdf,SASB
Asia Polymer Corp,Resource Transformation,Chemicals,Taiwan,Sustainability Report,2021,https://www.apc.com.tw/CSR/CSRFiles/Report/APC_2021_CSR_Report.pdf,SASB
Asian Hotels & Properties PLC,Services,Hotels & Lodging,Sri Lanka,Annual Report,2023-2024,https://www.johnkeellsgroup.lk/resource/reports/group-annual-reports/Asian-Hotels-and-Properties-PLC.pdf,SASB
Asiana Airlines Inc,Transportation,Airlines,South Korea,ESG Report,2024,https://flyasiana.com/C/US/EN/contents/sustainability-report-esg1,SASB
ASMedia Technology Inc,Technology & Communications,Semiconductors,Taiwan,ESG Summary,2023,https://www.asmedia.com.tw/files/uploads/CSR_report/2023_ESG_Summary.pdf?v=0,SASB
ASOS PLC,Consumer Goods,E-Commerce,Britain,Annual Report & Account,2024,https://asos-12954-s3.s3.eu-west-2.amazonaws.com/files/4217/3191/1842/ASOS_Annual_Report_2024.pdf,SASB
ASPEED Technology Inc,Technology & Communications,Semiconductors,Taiwan,ESG Report,2023,https://www.aspeedtech.com/file/social/sustainability_report-2023-en.pdf,SASB
Aspen Pharmacare Holdings Ltd,Health Care,Biotechnology & Pharmaceuticals,South Africa,ESG Supplement,2023,https://www.aspenpharma.com/wp-content/uploads/2023/10/Aspen-2023-Sustainability-and-ESG-Data-Supplement.pdf,SASB
Assai Atacadista,Consumer Goods,Multiline and Specialty Retailers & Distributors,Brazil,Relatório Anual de Sustentabilidade,2021,https://www.assai.com.br/sites/default/files/sustainability2024.pdf,Google search
Asseco Poland SA,Technology & Communications,Software & IT Services,Poland,Non-Financial Information,2022,https://inwestor.asseco.com/files/investor/uploads/The_Asseco_Poland_S.A._and_the_Asseco_Group_s_report_on_non-financial_information.pdf,SASB
AssetMark Financial Holdings Inc,Financials,Asset Management & Custody Activities,United States,ESG Report,2022,https://s23.q4cdn.com/308072511/files/doc_downloads/2022/04/ESG-2022_landscape_vFinal_04202022_re.pdf,SASB
Assicurazioni Generali SpA,Financials,Insurance,Italy,SASB Index,2023,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&ved=2ahUKEwj6-rKZlK-KAxVxSmwGHbxmHUwQFnoECBUQAQ&url=https%3A%2F%2Fwww.generali.com%2Fdoc%2Fjcr%3A9075135b-b4a3-46f8-8a03-1034cadd036d%2Flang%3Aen%2FSASB%2520Index_2023.pdf&usg=AOvVaw0pvoBhKx-rczEBXsmYaamb&opi=89978449,SASB
Associated Banc-Corp,Financials,Commercial Banks,United States,Sustainability Report,2023,https://s25.q4cdn.com/751560512/files/doc_downloads/ESG/associated_bank_2023_sustainability_report_fnl.pdf,SASB
Associated Bank NA,Financials,Commercial Banks,United States,ESG Report,2021,https://s25.q4cdn.com/751560512/files/doc_downloads/ESG/AB-ESG21-Report_FNL.pdf,SASB
Assurant Inc,Financials,Insurance,United States,Sustainability Report,2024,https://www.assurant.com/documents/assurant/csr/2024-assurant-sustainability-report.pdf?sfvrsn=205f0905_8,SASB
ASTM SpA,Infrastructure,Engineering & Construction Services,Italy,Sustainability Report,2022,https://www.astm.it/wp-content/uploads/2023/04/ASTM-2022-Sustainability-Report-1.pdf,SASB
Astra Agro Lestari,Food & Beverage,Agricultural Products,Indonesia,Sustainability Report,2024,https://www.astra-agro.co.id/wp-content/uploads/2025/03/Sustainability-Report-AAL-2024.pdf,SASB
AstraZeneca,Health Care,Biotechnology & Pharmaceuticals,Britain,SASB Index,2023,https://www.astrazeneca.ch/content/dam/az/Sustainability/2024/pdf/Data-Index-2023.pdf,SASB
ASUSTek Computer INC,Technology & Communications,Hardware,Taiwan,Sustainability Report,2023,https://esg.asus.com/files/reports/ASUS_Detailed_2023_EN.pdf,SASB
AT&T Inc,Technology & Communications,Telecommunication Services,United States,SASB Index,2022,https://about.att.com/csr/home/reporting/indexes/sasb.html,SASB
Atacadao SA,Food & Beverage,Food Retailers & Distributors,Brazil,Sustainability Report,2023,https://storage.googleapis.com/br-apps-site-institucional-cs-prod-001/2024/04/685c3c96-grupocarrefour_rs23_d3-05.pdf,SASB
Atalaya Mining PLC,Extractives & Minerals Processing,Metals & Mining,Cyprus,Sustainability Report,2022,https://wp-atalaya-mining-2022.s3.eu-west-2.amazonaws.com/media/2023/05/ATM_Sustainability_2022_DIGITAL.pdf,SASB
ATB,Financials,Asset Management & Custody Activities,Canada,Sustainability Report,2024,https://www.atb.com/siteassets/pdf/company/our-business/sustainability-reports/atb-sustainabillity-report-2024.pdf,SASB
ATCO,Infrastructure,Electric Utilities & Power Generators,Canada,Sustainability Report,2023,https://www.atco.com/content/dam/web/our-commitment/sustainability/2023-sustainability-report.pdf,SASB
Athabasca Oil Corp.,Extractives & Minerals Processing,Oil & Gas – Exploration & Production,Canada,ESG Report,2024,https://www.atha.com/media/attachments/2024/05/08/aoc-2024-esg-report-2024.05.08.pdf,SASB
Athens Water Supply & Sewage Co SA,Infrastructure,Water Utilities & Services,Greece,Sustainability Report,2022,https://www.eydap.gr/userfiles/Presentations/EYDAP_CSR_2022_F18_EN.pdf,SASB
AtkinsRéalis,Infrastructure,Engineering & Construction Services,Canada,ESG Index,2023,https://www.atkinsrealis.com/~/media/Files/A/atkinsrealis/download-centre/en/report/gri-report-2023.pdf,SASB
Atkore International,Resource Transformation,Electrical & Electronic Equipment,United States,Sustainability Report,2024,https://s202.q4cdn.com/690266772/files/doc_presentations/2023/Atkore_SustainabilityReport_2022.pdf,Google search
